Marca;Producto;Peso (Ml);;Costo;Precio;Sexo;Tipo;Tester;Estuche
Ted Lapidus;Lapidus Sport Tester Edt 100ml;100;;92.206;322.721;Hombre;EDT;Tester;
Ted Lapidus;Lapidus Tl Intenso Edt 100ml;100;;125.766;440.181;Hombre;EDT;;
Ted Lapidus;Lapidus Orissima Divine Edp 100ml;100;;138.351;484.229;Mujer;EDP;;
Ted Lapidus;Lapidus Orissima Edp 100ml;100;;134.156;469.546;Mujer;EDP;;
Ted Lapidus;Lapidus Rumba Edt 100ml;100;;125.766;440.181;Mujer;EDT;;
Ted Lapidus;Lapidus Woman Tester Edt 100ml;100;;117.376;410.816;Mujer;EDT;Tester;
Ted Lapidus;Lapidus Women Edt 100ml;100;;150.936;528.276;Mujer;EDT;;
Ted Lapidus;Silk Way Edp 75ml;75;;100.596;352.086;Mujer;EDP;;
Texill;Enchant Rojo Edp 100ml;100;;83.816;293.356;Mujer;EDP;;
Texill;Enchantment Edp 100ml;100;;83.816;293.356;Mujer;EDP;;
Texill;Miss Pearl Black Edp 100ml;100;;83.816;293.356;Mujer;EDP;;
Texill;Miss Pearl Pink Edp 100ml;100;;83.816;293.356;Mujer;EDP;;
Texill;Sweet Pink Edp 90ml;90;;83.816;293.356;Mujer;EDP;;
Texill;Texill 7493 Pour Femme Edp 75ml;75;;67.036;234.626;Mujer;EDP;;
Texill;Texill 7496 Pour Femme Edp 75ml;75;;67.036;234.626;Mujer;EDP;;
Thierry Mugler;Alien Man Edt 100ml;100;;352.296;1.233.036;Hombre;EDT;;
Thierry Mugler;Amen Recarga Edt 100ml;100;;247.421;865.974;Hombre;EDT;;
Thierry Mugler;Amen Recargable Estuche Edt 100ml+Shampoo 50ml+Desodorante Barra 20ml;20;;335.516;1.174.306;Hombre;BARRA;;
Thierry Mugler;Amen Rubber Recargable Edt 100ml;100;;343.906;1.203.671;Hombre;EDT;;
Thierry Mugler;Angel Recargable Star Edp 75ml;75;;369.076;1.291.766;Mujer;EDP;;
Thierry Mugler;Aura Mugler Edp 30ml Recargable;30;;234.836;821.926;Mujer;ML;;
Thierry Mugler;Aura Mugler Sensuelle Edp 50ml;50;;385.856;1.350.496;Mujer;EDP;;
Thierry Mugler;Aura Mugler Tester Edp 90ml Recargable;90;;419.416;1.467.956;Mujer;ML;Tester;
Tiverton;Blonde Edp 100ml;100;;83.816;293.356;Mujer;EDP;;
Tiverton;Elegance Black Edp 100ml;100;;75.426;263.991;Mujer;EDP;;
Tiverton;Sensibility Purple Edp 100ml;100;;67.036;234.626;Mujer;EDP;;
Tiverton;Shopping Time Yellow Edp 100ml;100;;67.036;234.626;Mujer;EDP;;
Tiverton;Tiv Elegance Edp 100ml;100;;75.426;263.991;Mujer;EDP;;
Tommy Hilfiger;Eau De Prep Hombre Tester Edt 100ml (Sin Caja);100;;155.131;542.959;Hombre;SIN;Tester;
Tommy Hilfiger;Tommy Eau De Prep Hombre Edt 100ml;100;;192.886;675.101;Hombre;EDT;;
Tommy Hilfiger;Tommy Men Edt 100ml;100;;197.081;689.784;Hombre;EDT;;
Tommy Hilfiger;Tommy Men Edt 30ml;30;;100.596;352.086;Hombre;EDT;;
Tommy Hilfiger;Tommy Men Tester Edt 100ml;100;;184.496;645.736;Hombre;EDT;Tester;
Tommy Hilfiger;Tommy Now Men Edt 100ml;100;;201.276;704.466;Hombre;EDT;;
Tommy Hilfiger;Tommy Now Men Edt 30ml;30;;88.011;308.039;Hombre;EDT;;
Tommy Hilfiger;Tommy Now Men Tester Edt 100ml;100;;184.496;645.736;Hombre;EDT;Tester;
Tommy Hilfiger;Tommy Tropics Hombre Edt 100ml;100;;192.886;675.101;Hombre;EDT;;
Tommy Hilfiger;Eau De Prep Mujer Tester Edt 100ml (Sin Caja);100;;155.131;542.959;Mujer;SIN;Tester;
Tommy Hilfiger;Tommy Girl Edt 100ml;100;;197.081;689.784;Mujer;EDT;;
Tommy Hilfiger;Tommy Girl Tester Edt 100ml;100;;184.496;645.736;Mujer;EDT;Tester;
Tommy Hilfiger;Tommy Now Girl Edt 100ml;100;;201.276;704.466;Mujer;EDT;;
Tommy Hilfiger;Tommy Now Girl Edt 30ml;30;;88.011;308.039;Mujer;EDT;;
Tommy Hilfiger;Tommy Now Girl Tester Edt 100ml;100;;184.496;645.736;Mujer;EDT;Tester;
Tous;Tous 1920 The Origin Tester Edp 100ml;100;;176.106;616.371;Hombre;EDP;Tester;
Tous;Tous Man Edt 100ml;100;;209.666;733.831;Hombre;EDT;;
Tous;Tous Man Intense Edt 100ml;100;;218.056;763.196;Hombre;EDT;;
Tous;Tous Man Sport Tester Edt 100ml;100;;176.106;616.371;Hombre;EDT;Tester;
Tous;Tous Man Tester Edt 100ml;100;;167.716;587.006;Hombre;EDT;Tester;
Tous;Happy Moments Tester Edt 90ml;90;;150.936;528.276;Mujer;EDT;Tester;
Tous;Tous Floral Touch Edt 100ml;100;;234.836;821.926;Mujer;EDT;;
Tous;Tous Floral Touch Tester Edt 100ml;100;;209.666;733.831;Mujer;EDT;Tester;
Tous;Tous Gold Mujer Edp 90ml;90;;218.056;763.196;Mujer;EDP;;
Tous;Tous Gold Tester Edp 90ml;90;;180.301;631.054;Mujer;EDP;Tester;
Tous;Tous Happy Moments Edt 90ml;90;;226.446;792.561;Mujer;EDT;;
Tous;Tous Leau De Parfum 90ml;90;;234.836;821.926;Mujer;PARFUM;;
Tous;Tous Moments Love Tester Edt 90ml;90;;176.106;616.371;Mujer;EDT;Tester;
Tous;Tous Silver Mujer Edt 90ml;90;;209.666;733.831;Mujer;EDT;;
Tous;Tous Silver Tester Edt 90ml;90;;163.521;572.324;Mujer;EDT;Tester;
Tous;Tous Touch Edt 100ml;100;;247.421;865.974;Mujer;EDT;;
Tous;Tous Touch Tester Edt 100ml;100;;159.326;557.641;Mujer;EDT;Tester;
Valentino;Valentina Blush Edp 80ml;80;;503.316;1.761.606;Mujer;EDP;;
Valentino;Valentina Edp 80ml;80;;503.316;1.761.606;Mujer;EDP;;
Valentino;Valentina Pink Edp 50ml;50;;293.566;1.027.481;Mujer;EDP;;
Van Cleef & Arpels;Feerie Tester Edt 100ml;100;;251.616;880.656;Mujer;EDT;Tester;
Van Cleef & Arpels;First Edt 100ml;100;;260.006;910.021;Mujer;EDT;;
Van Cleef & Arpels;So First Tester Edp 100ml;100;;184.496;645.736;Mujer;EDP;Tester;
Van Cleef & Arpels;Van Cleef First Tester Edt 100ml;100;;184.496;645.736;Mujer;EDT;Tester;
Varios;Perfumero 30ml De Vidrio;30;;12.501;43.754;Unisex;DE;;
Varios;Perfumero De Vidrio;Vidr;;4.111;14.389;Unisex;DE;;
Versace;Blue Jeans Man Edt 75ml;75;;150.936;528.276;Hombre;EDT;;
Versace;Blue Jeans Tester Edt 75ml;75;;117.376;410.816;Hombre;EDT;Tester;
Versace;Dreamer Tester Edt 100ml;100;;201.276;704.466;Hombre;EDT;Tester;
Versace;Dylan Blue Pour Homme Estuche Edt 100ml+Gel 100ml;100 + 100;;427.806;1.497.321;Hombre;GEL;;Estuche
Versace;Dylan Blue Pour Homme Estuche Edt 100ml+Gel 150ml;100 + 150;;369.076;1.291.766;Hombre;GEL;;
Versace;Eros Flame Edp 100ml;100;;419.416;1.467.956;Hombre;EDP;;
Versace;Eros Flame Tester Edp 100ml;100;;411.026;1.438.591;Hombre;EDP;Tester;
Versace;Eros Hombre Edt 100ml;100;;432.001;1.512.004;Hombre;EDT;;
Versace;Eros Hombre Edt 200ml;200;;587.216;2.055.256;Hombre;EDT;;
Versace;Eros Tester Edt 100ml;100;;360.686;1.262.401;Hombre;EDT;Tester;
Versace;The Dreamer Edt 100ml;100;;226.446;792.561;Hombre;EDT;;
Versace;Versace Dylan Blue;100;;411.026;1.438.591;Hombre;EDT;;
Versace;Versace Dylan Blue Hombre Tester;100;;343.906;1.203.671;Hombre;EDT;Tester;
Versace;Versace Eau Fraiche;200;;478.146;1.673.511;Hombre;EDT;;
Versace;Versace Eau Fraiche Tester;100;;285.176;998.116;Hombre;EDT;Tester;
Versace;Versace L'Homme;100;;201.276;704.466;Hombre;EDT;;
Versace;Versace L'Homme Tester;100;;117.376;410.816;Hombre;EDT;Tester;
Versace;Versace Man Eau Fraiche;100;;318.736;1.115.576;Hombre;EDT;;
Versace;Versace Man Tester;100;;234.836;821.926;Hombre;EDT;Tester;
Versace;Versace Oud Noir Pour Homme;100;;469.756;1.644.146;Hombre;EDP;;
Versace;Versace Pour Homme;100;;377.466;1.321.131;Hombre;EDT;;
Versace;Versace Pour Homme;200;;520.096;1.820.336;Hombre;EDT;;
Versace;Versace Pour Homme Tester;100;;310.346;1.086.211;Hombre;EDT;Tester;
Versace;Bright Crystal Absolu;90;;461.366;1.614.781;Mujer;EDP;;
Versace;Bright Crystal Absolu Tester;90;;335.516;1.174.306;Mujer;EDP;Tester;
Versace;Bright Crystal;200;;595.606;2.084.621;Mujer;EDT;;
Versace;Bright Crystal;90;;436.196;1.526.686;Mujer;EDT;;
Versace;Bright Crystal Tester;90;;297.761;1.042.164;Mujer;EDT;Tester;
Versace;Crystal Noir;90;;402.636;1.409.226;Mujer;EDT;;
Versace;Crystal Noir Tester;90;;310.346;1.086.211;Mujer;EDT;Tester;
Versace;Dylan Blue Mujer Tester;100;;394.246;1.379.861;Mujer;EDP;Tester;
Versace;Eros Pour Femme;100;;503.316;1.761.606;Mujer;EDP;;
Versace;Red Jeans Mujer Tester;75;;117.376;410.816;Mujer;EDT;Tester;
Versace;Red Jeans Woman;75;;150.936;528.276;Mujer;EDT;;
Versace;Vanitas Tester;100;;243.226;851.291;Mujer;EDT;Tester;
Versace;Versace Dylan Blue Estuche + Mini + Neceser;100 + 10;;553.656;1.937.796;Mujer;EDP;;Estuche
Versace;Versace Pour Femme Dylan Blue;100;;503.316;1.761.606;Mujer;EDP;;
Versace;Versace Vanitas;100;;352.296;1.233.036;Mujer;EDP;;
Versace;Versace Versense;100;;377.466;1.321.131;Mujer;EDT;;
Versace;Versace Versense Estuche + Locion + Gel;50 + 50 +50;;276.786;968.751;Mujer;EDT;;Estuche
Versace;Versace Women;100;;285.176;998.116;Mujer;EDP;;
Versace;Versense de Versace Tester;100;;310.346;1.086.211;Mujer;EDT;Tester;
Versace;Yellow Diamond;90;;419.416;1.467.956;Mujer;EDT;;
Versace;Yellow Diamond Intense;90;;411.026;1.438.591;Mujer;EDP;;
Versace;Yellow Diamonds Tester;90;;360.686;1.262.401;Mujer;EDT;Tester;
Victoria Secret;Colonia Amber Romance Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Aqua Kiss Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Bare Vanilla Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Bare Vanilla Noir Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Bare Vanilla Sunkissed Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Coconut Green Pear & Citrus Refresh Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Coconut Milk & Rose Calm Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Coconut Passion Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Coconut Passion Noir Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Coconut Passion Sunkissed Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Love Addict Victoria Secret;250;;75.426;263.991;Mujer;LOCIÓN;;
Victoria Secret;Colonia Love Spell Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Love Spell Noir Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Love Spell Sunkissed Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Midnight Bloom Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Pomegranate & Lotus Balance Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Pure Seduction Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Pure Seduction Noir Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Pure Seduction Sunkissed Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Romantic Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Rush Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Temptation Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Velvet Petals Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Velvet Petals Noir Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Colonia Velvet Petals Sunkissed Victoria Secret;250;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Locion Amber Romance Victoria Secret;236;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Locion Aqua Kiss Victoria Secret;236;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Locion Bare Vanilla Victoria Secret;236;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Locion Bare Vanilla Noir Victoria Secret;236;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Locion Bare Vanilla Sunkissed Victoria Secret;236;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Locion Coconut Passion Victoria Secret;236;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Locion Coconut Passion Noir Victoria Secret;236;;75.426;263.991;Mujer;LOCIÓN;;
Victoria Secret;Locion Love Spell Victoria Secret;236;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Locion Midnight Bloom Victoria Secret;236;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Locion Pure Seduction Victoria Secret;236;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Locion Romantic Victoria Secret;236;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Locion Rush Victoria Secret;236;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Locion Temptation Victoria Secret;236;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Locion Velvet Petals Victoria Secret;236;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Locion Velvet Petals Sunkissed Victoria Secret;236;;83.816;293.356;Mujer;LOCIÓN;;
Victoria Secret;Victoria Secret Angel Gold;100;;436.196;1.526.686;Mujer;EDP;;
Victoria Secret;Victoria Secret Bombshell Seduction;100;;436.196;1.526.686;Mujer;EDP;;
Victoria Secret;Victoria Secret Love Is Heavenly;100;;377.466;1.321.131;Mujer;EDP;;
Victoria Secret;Victoria Secret Love Me;100;;276.786;968.751;Mujer;EDP;;
Victoria Secret;Victoria Secret Night;100;;394.246;1.379.861;Mujer;EDP;;
Victoria Secret;Victoria Secret Scandalous;100;;360.686;1.262.401;Mujer;EDP;;
Victoria Secret;Victoria Secret Tease Rebel;100;;436.196;1.526.686;Mujer;EDP;;
Women Secret;Beach Please Exotic Glittering Body;250;;41.866;146.531;Mujer;MIST;;
Women Secret;Beach Please Oasis Body;250;;41.866;146.531;Mujer;MIST;;
Women Secret;Beach Please Paradise Glittering Body;250;;41.866;146.531;Mujer;MIST;;
Women Secret;Eau My Delice;100;;62.841;219.944;Mujer;EDT;;
Women Secret;Eau My Secret;100;;62.841;219.944;Mujer;EDT;;
Xoxo;Xoxo Luv;100;;92.206;322.721;Mujer;EDP;;
YSL;Kouros Body;100;;335.516;1.174.306;Hombre;EDT;;
YSL;Kouros;100;;503.316;1.761.606;Hombre;EDT;;
YSL;L'Homme de YSL;100;;553.656;1.937.796;Hombre;EDT;;
YSL;L'Homme de YSL;60;;419.416;1.467.956;Hombre;EDT;;
YSL;L'Homme Sport;100;;419.416;1.467.956;Hombre;EDT;;
YSL;La Nuit de L'Homme;100;;587.216;2.055.256;Hombre;EDP;;
YSL;La Nuit de L'Homme;100;;570.436;1.996.526;Hombre;EDT;;
YSL;La Nuit de L'Homme;60;;419.416;1.467.956;Hombre;EDT;;
YSL;La Nuit de L'Homme Tester;100;;511.706;1.790.971;Hombre;EDT;Tester;
YSL;New Y Men;100;;545.266;1.908.431;Hombre;EDT;;
YSL;Y Live Intense;100;;587.216;2.055.256;Hombre;EDT;;
YSL;Y Live Intense;60;;427.806;1.497.321;Hombre;EDT;;
YSL;Y Men;100;;587.216;2.055.256;Hombre;EDT;;
YSL;Y Men;200;;654.336;2.290.176;Hombre;EDT;;
YSL;Y Men;60;;394.246;1.379.861;Hombre;EDT;;
YSL;Black Opium;30;;293.566;1.027.481;Mujer;EDP;;
YSL;Black Opium;50;;469.756;1.644.146;Mujer;EDP;;
YSL;Black Opium;90;;603.996;2.113.986;Mujer;EDT;;
YSL;Black Opium;50;;402.636;1.409.226;Mujer;EDT;;
YSL;Black Opium;90;;553.656;1.937.796;Mujer;EDT;;
YSL;Black Opium Nuit Blanche;90;;503.316;1.761.606;Mujer;EDP;;
YSL;La Nuit de L'Homme Intense Tester;100;;461.366;1.614.781;Mujer;EDP;Tester;
YSL;Libre de YSL;90;;637.556;2.231.446;Mujer;EDP;;
YSL;Mon Paris Floral Tester;90;;461.366;1.614.781;Mujer;EDP;Tester;
YSL;Opium;50;;486.536;1.702.876;Mujer;EDT;;
YSL;Opium;90;;603.996;2.113.986;Mujer;EDT;;
YSL;Opium Tester;90;;528.486;1.849.701;Mujer;EDT;Tester;
YSL;Opium Vapeurs de Parfum Tester;75;;335.516;1.174.306;Mujer;EDT;Tester;
YSL;Paris Tester;125;;494.926;1.732.241;Mujer;EDT;Tester;
YSL;Ysl Mon Paris;90;;503.316;1.761.606;Mujer;EDP;;
YSL;Ysl Mon Paris Floral;90;;511.706;1.790.971;Mujer;EDP;;
Zippo;Zippo The Women;75;;201.276;704.466;Mujer;EDP;;
